OBJECTID,INDEX_NUM,OBSERVER,SPECIES,SCIENTIFIC,TOWN,ROAD_INTER,SPECIFIC_L,COMMENTS,N_GPS_COOR,W_GPS_COOR,LAND_COVER,LAND_COV2,PROXIMITY_,LIVE_SIGHT,ROADKILL,OTHER,COUNTY_G,PLOTBY_X,PLOTBY_Y,DATE_,HOUR,LAT,LONG
556,558,EAH,Virginia opossum,Didelphis virginiana,,Co Rd 47,"Co Rd 47, 1/2 mi N of Rt 55",,4615021,599542,deciduous,,,0,1,0,Dutchess,599542,4615021,6/30/2001,1700,41.68073961,-73.80402746
557,559,EAH,Virginia opossum,Didelphis virginiana,,Co Rd 47,"Co Rd 47, 1 mi N of Rt 55","plot on map, 1/4 N of DIVI # 558",4615528.199,599387.6815,Ag,deciduous,,0,1,0,Dutchess,599387.6815,4615528.199,6/30/2001,1700,41.68532631,-73.80579671
558,560,EAH/JLB,Virginia opossum,Didelphis virginiana,,Rt 55,"Rt 55, Union Vale",,4612615,605275,"SNH, decid patches",Ag,,0,1,0,Dutchess,605275,4612615,6/30/2001,1715,41.65833626,-73.73558669
559,561,EAH/JLB,Virginia opossum,Didelphis virginiana,,Rt 55,"Rt 55, E of Co Rd 9",,4608298,610180,open mixed with some SNH,houses and spruce trees,,0,1,0,Dutchess,610180,4608298,6/30/2001,1735,41.61879931,-73.67748472
560,562,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 55,Rt 55,,4603561,613221,Deciduous- young/SNH,,,0,1,0,Dutchess,613221,4603561,6/30/2001,1745,41.57571807,-73.64188735
561,563,EAH,Common raccoon,Procyon lotor,,Rt 55,Rt 55 near Pawling,,4600769,616874,SNH,wetland beyond,,0,1,0,Dutchess,616874,4600769,6/30/2001,1755,41.55005121,-73.59862456
562,564,EAH,Woodchuck,Marmota monax,,Rt 55,Rt 55 near Pawling,,4600678,616875,SNH,wetland beyond,,0,1,0,Dutchess,616875,4600678,6/30/2001,1755,41.54923164,-73.59863027
563,565,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 55,"Rt 55, ~500 ft E","~500 E of #563/562, 4600679, 616874",4600748.848,617034.0413,SNH,wetland beyond,,0,1,0,Dutchess,617034.0413,4600748.848,6/30/2001,1755,41.54984635,-73.59671006
564,566,EAH,Virginia opossum,Didelphis virginiana,,Rt 22,"Rt 22, S of Pawling/Rt 55",,4598291,617935,Built,young decid- maple or SNH,,0,1,0,Dutchess,617935,4598291,6/30/2001,1810,41.52758197,-73.58639244
565,567,EAH,Common raccoon,Procyon lotor,,Rt 22,Rt 22 just S of Rt 55,,4600265,617939,SNH,,,0,1,0,Dutchess,617939,4600265,6/30/2001,1815,41.54535656,-73.58595733
566,568,EAH,Common raccoon,Procyon lotor,,Rt 22,"Rt 22, Patterson",,4597190,617547,Built,deciduous,,0,1,0,Putnam,617547,4597190,6/30/2001,1825,41.51772487,-73.59125686
567,569,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 22,"Rt 22, just S of Rt 164",,4591847,618586,Decid- SNH,,,0,1,0,Putnam,618586,4591847,6/30/2001,1835,41.46945963,-73.57986006
568,570,EAH,Virginia opossum,Didelphis virginiana,Paterson,Rt 22,Rt 22,,4589785,618852,Residential,some open/some SNH,,0,1,0,Putnam,618852,4589785,6/30/2001,1840,41.45085251,-73.57708149
569,571,EAH,Eastern gray squirrel,Sciurus carolinensis,Kent,off Rt 52,Palmer Trail rd off Rt 52,plot on map,4588666.79,611074.8549,wooded residential,,,1,0,0,Putnam,611074.8549,4588666.79,6/30/2001,1940,41.44189681,-73.67037164
570,572,EAH,Eastern chipmunk,Tamias striatus,Kent,off Rt 52,Palmer Trail rd off Rt 52,plot on map,4588653.546,611076.184,wooded residential,,,1,0,0,Putnam,611076.184,4588653.546,6/30/2001,1940,41.44177736,-73.67035817
571,573,EAH,White-tailed deer,Odocoileus virginianus,Kent,off Rt 52,Palmer Trail rd off Rt 52,plot on map,4588652.482,611061.2979,wooded residential,,,1,0,0,Putnam,611061.2979,4588652.482,6/30/2001,1940,41.44176984,-73.67053651
572,574,EAH,Common raccoon,Procyon lotor,Kent,off Rt 52,Palmer Trail rd off Rt 52,plot on map,4588666.306,611060.2346,wooded residential,,,1,0,0,Putnam,611060.2346,4588666.306,6/30/2001,1940,41.44189447,-73.6705467
573,575,EAH,Eastern cottontail,Sylvilagus floridanus,,Wixon and Lottie Rds,"Intersection of Wixon and Lottie, Kent",plot on map,4589112.071,611931.0095,,,,1,0,0,Putnam,611931.0095,4589112.071,6/30/2001,1945,41.4457877,-73.66004317
574,576,EAH,Striped skunk,Mephitis mephitis,,Wixon and Lottie Rds,"Intersection of Wixon and Lottie, Kent",plot on map,4589146.108,611937.8165,,,,1,0,0,Putnam,611937.8165,4589146.108,6/30/2001,1945,41.44609326,-73.65995539
575,577,EAH,Striped skunk,Mephitis mephitis,,Rt 52,"Rt 52, N edge of town",,4588308,610125,suburban/residential,deciduous beyond,,0,1,0,Putnam,610125,4588308,6/30/2001,2000,41.43879669,-73.68180443
576,578,EAH,Woodchuck,Marmota monax,,US 6,"US 6, shopping strip in Brewster/Carmel E of Rt 52",,4585919,610940,Suburban,"Commercial down the road, deciduo",,0,1,0,Putnam,610940,4585919,6/30/2001,2000,41.41717121,-73.67248976
577,579,EAH,Eastern gray squirrel,Sciurus carolinensis,,US 6,US 6,,4585682,612522,Oak forest,suburban,,0,1,0,Putnam,612522,4585682,7/1/2001,625,41.41481705,-73.65360858
578,580,EAH,Common raccoon,Procyon lotor,,I-684,"I-684, Golden's Bridge",,4578366,613036,SNH,,,0,1,0,Westchester,613036,4578366,7/1/2001,640,41.34886341,-73.64882452
579,581,EAH,Eastern gray squirrel,Sciurus carolinensis,,Saw Mill Pkwy,"Saw Mill southbound, 1 mi N of Rooaring Brook",,4560731,604803,Oak forest,,,0,1,0,Westchester,604803,4560731,7/1/2001,700,41.1911618,-73.750247
580,582,EAH,Eastern gray squirrel,Sciurus carolinensis,,Saw Mill Pkwy,"Saw Mill soutbound, N of Pleasantville exit",,4554583,601178,deciduous-mature,,,0,1,0,Westchester,601178,4554583,7/1/2001,705,41.13625395,-73.79448026
581,583,EAH,Common raccoon,Procyon lotor,,Saw Mill Pkwy,"Saw Mill southbound, just S of Exit 27 for Manville",,4553448,601426,deciduous- SNH with some oak,wetlands- reeds,,0,1,0,Westchester,601426,4553448,7/1/2001,710,41.12600115,-73.79171359
582,584,EAH,Woodchuck,Marmota monax,,Saw Mill Pkwy,"Saw Mill, 1/2 mi N of Exit 26 for Sprain Pkwy",,4552450,601712,mowed roadside,Deciduous beyond,,1,0,0,Westchester,601712,4552450,7/1/2001,715,41.11697735,-73.78847253
583,585,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 119,"Rt 119, Elmsford",,4545454,599340,urban,,,0,1,0,Westchester,599340,4545454,7/1/2001,730,41.05426373,-73.81785029
584,586,EAH,Striped skunk,Mephitis mephitis,,Rt 100,"Rt 100, N of Elmsford",,4546773,602523,deciduous,suburban,,0,1,0,Westchester,602523,4546773,7/1/2001,735,41.06574804,-73.77976099
585,587,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 100,Rt 100,,4547247,602200,suburban,SNH,,0,1,0,Westchester,602200,4547247,7/1/2001,735,41.07005757,-73.78352586
586,588,EAH,Common raccoon,Procyon lotor,,Rt 100,"Rt 100, just N of jct with 100A/Sprain Pkwy",,4548228,601010,Maple woods,SNH woods/a little shrubby,,0,1,0,Westchester,601010,4548228,7/1/2001,740,41.07904124,-73.79752628
587,589,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 100,"Rt 100, N of jct with 9A in Pleasantville",,4557668,599218,Deciduous- some oaks,Also some SNH looking stuff,,0,1,0,Westchester,599218,4557668,7/1/2001,800,41.16427971,-73.81732931
588,590,EAH,Woodchuck,Marmota monax,,Rt 134,"Rt 134, W of Rt 100",,4563435,600127,open- field and mowed (IBM),scattered SNH,,0,1,0,Westchester,600127,4563435,7/1/2001,810,41.21610545,-73.80555264
589,591,EAH,Common raccoon,Procyon lotor,,Rt 133,Rt 133,,4559323,598970,wooded residential,deciduous,,0,1,0,Westchester,598970,4559323,7/1/2001,825,41.17921504,-73.8200174
590,592,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 133,Rt 133 at Rt 100/Taconic,,4560018,600067,deciduous,,,0,1,0,Westchester,600067,4560018,7/1/2001,830,41.18533948,-73.80682736
591,593,EAH,Eastern chipmunk,Tamias striatus,,Rt 133,Rt 133,,4562502,604698,maple,wooded residential,,1,0,0,Westchester,604698,4562502,7/1/2001,840,41.20712462,-73.75119565
592,594,EAH,Striped skunk,Mephitis mephitis,,Rt 133,Rt 133,,4562644,605439,wooded residential,maple,,0,0,1,Westchester,605439,4562644,7/1/2001,842,41.20830726,-73.74233478
593,595,EAH,Eastern chipmunk,Tamias striatus,,Rt 133,Rt 133,,4562644,605439,wooded residential,maple,,0,1,0,Westchester,605439,4562644,7/1/2001,842,41.20830726,-73.74233478
594,596,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 133,Rt 133 near Saw Mill,,4562719,605878,suburban,,,0,1,0,Westchester,605878,4562719,7/1/2001,845,41.20892539,-73.73708666
595,597,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 133,Rt 133 near Saw Mill,,4562718,605877,suburban,,,0,1,0,Westchester,605877,4562718,7/1/2001,845,41.20891652,-73.73709875
596,598,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 22,Rt 22,,4557152,610341,decid- maple,wooded residential,,0,1,0,Westchester,610341,4557152,7/1/2001,900,41.15819533,-73.68486868
597,599,EAH,White-tailed deer,Odocoileus virginianus,,rt 22,Rt 22,,4555501,610593,wooded residential,Maple,,0,0,1,Westchester,610593,4555501,7/1/2001,910,41.14329273,-73.68216372
598,600,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 22,"Rt 22, Wash Pl",,4555036,610391,wooded residential,decid- maple,,0,1,0,Westchester,610391,4555036,7/1/2001,915,41.13913262,-73.68465384
599,601,EAH,Eastern chipmunk,Tamias striatus,,Rt 22,"Rt 22, Wash Pl",,4555035,610390,wooded residential,decid- maple,,0,1,0,Westchester,610390,4555035,7/1/2001,920,41.13912375,-73.68466594
600,602,EAH,Striped skunk,Mephitis mephitis,,Rt 22,Rt 22,,4553693,609845,suburban,wooded residential,,0,0,1,Westchester,609845,4553693,7/1/2001,920,41.12711209,-73.69139839
601,603,EAH,Common muskrat,Ondatra zibethicus,,Rt 120,"rt 120, near Kensico Reservior",,4552920,606010,deciduous,lake- reservior,next to large re,0,1,0,Westchester,606010,4552920,7/1/2001,930,41.12066043,-73.73720805
602,604,EAH,Eastern chipmunk,Tamias striatus,,Rt 120,Rt 120,,4555379,604846,wooded residential,decid- maple,,0,1,0,Westchester,604846,4555379,7/1/2001,940,41.14295704,-73.75065035
603,605,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 117,Rt 117 at Rt 141,,4555267,602429,suburban,,,0,1,0,Westchester,602429,4555267,7/1/2001,945,41.1422571,-73.77946381
604,606,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 117,"Rt 117, Pleasantville",,4553756,600714,suburban,,,0,1,0,Westchester,600714,4553756,7/1/2001,955,41.12886366,-73.80014332
605,607,EAH,Virginia opossum,Didelphis virginiana,,Rt 117,"Rt 117, just w of Taconic Pkwy",,4551984,597766,deciduous,,,0,1,0,Westchester,597766,4551984,7/1/2001,1000,41.11326511,-73.83553943
606,608,EAH,Eastern gray squirrel,Sciurus carolinensis,,US 9,"US 9, village of Ossining",seen crossing street on utility wire,4558048,595398,urban,,,1,0,0,Westchester,595398,4558048,7/1/2001,1010,41.16816056,-73.86279548
607,609,EAH,Common raccoon,Procyon lotor,,Rt 129,Rt 129,,4566201,597563,Oak-Maple forest,wooded residential,,0,1,0,Westchester,597563,4566201,7/1/2001,1030,41.24132926,-73.8356914
608,610,EAH,Virginia opossum,Didelphis virginiana,,Rt 129,Rt 129,,4566730,598156,suburban/somewhat wooded,,,0,1,0,Westchester,598156,4566730,7/1/2001,1035,41.24602165,-73.82853091
609,611,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 118,Rt 118,,4566771,601489,deciduous- maples,"also some locust, maybe successio",,0,1,0,Westchester,601489,4566771,7/1/2001,1040,41.24597934,-73.78875389
610,612,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 118,Rt 118,,4569193,601986,SNH,,,0,1,0,Westchester,601986,4569193,7/1/2001,1045,41.26772884,-73.78241855
611,613,EAH,Woodchuck,Marmota monax,,US 6,"US 6, Mahopac",,4579776,604852,suburban,built/commercial,,0,1,0,Putnam,604852,4579776,7/1/2001,1115,41.36266806,-73.74638497
612,614,EAH,Woodchuck,Marmota monax,,US 6,"US 6, Mahopac",,4581885,606588,suburban,built/commercial,,0,1,0,Putnam,606588,4581885,7/1/2001,1125,41.38143255,-73.7252634
613,615,EAH,Common raccoon,Procyon lotor,,US 6,US 6,,4583386,606954,suburban,SNH,,0,1,0,Putnam,606954,4583386,7/1/2001,1128,41.39490105,-73.72062228
614,616,EAH,Woodchuck,Marmota monax,,Rt 301,"Rt 301, top of Lake Carmel",,4586884,609790,SNH and mowed area,also suburban and lake,,0,1,0,Putnam,609790,4586884,7/1/2001,1145,41.42601917,-73.68607201
615,617,EAH,White-tailed deer,Odocoileus virginianus,,Rt 301,"Rt 301, w of Carmel",,4589271,605784,Oak-Maple forest,,,0,1,0,Putnam,605784,4589271,7/1/2001,1150,41.44805243,-73.73358511
616,618,EAH,Eastern chipmunk,Tamias striatus,,Rt 301,"Rt 301, Clarence Fahnestock St Park",,4592118,599369,Decid- oak or oak-maple,,,0,1,0,Putnam,599369,4592118,7/1/2001,1200,41.47451102,-73.80989847
617,619,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 376,rt 376,,4601657,600393,suburban,deciduous,,0,1,0,Dutchess,600393,4601657,7/1/2001,1230,41.56028635,-73.79604588
618,620,EAH,Virginia opossum,Didelphis virginiana,,Rt 376,Rt 376,,4609835,593494,SNH,airport,,0,1,0,Dutchess,593494,4609835,7/1/2001,1305,41.63477036,-73.87749016
619,621,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 376,"Rt 376, N of Rt 113",,4613741,592976,suburban/residential,,,0,1,0,Dutchess,592976,4613741,7/1/2001,1315,41.67000641,-73.88310071
620,622,EAH,Virginia opossum,Didelphis virginiana,,Rt 376,Rt 376,,4614527,592742,suburban/residential,,,0,1,0,Dutchess,592742,4614527,7/1/2001,1320,41.67711199,-73.88578911
621,623,EAH,Common raccoon,Procyon lotor,,US 9,US 9 N of Poughkeepsie,,4624038,588917,built/commercial,deciduous,,0,1,0,Dutchess,588917,4624038,7/1/2001,1330,41.76319994,-73.93031552
622,624,EAH,Eastern gray squirrel,Sciurus carolinensis,,US 9,US 9 N of Poughkeepsie,,4624037,588918,built/commercial,deciduous,,0,1,0,Dutchess,588918,4624037,7/1/2001,1330,41.76319082,-73.93030364
623,625,EAH,Woodchuck,Marmota monax,,US 9,US 9- Hyde Park,,4625180,588889,fields,deciduous beyond,,0,1,0,Dutchess,588889,4625180,7/1/2001,1345,41.77348731,-73.93048149
624,626,EAH,Eastern gray squirrel,Sciurus carolinensis,,US 9,US 9 near Vanderbilt Mansion grounds,,4628139,588146,deciduous,manicured grounds with conifer st,,0,1,0,Dutchess,588146,4628139,7/1/2001,1350,41.80021732,-73.93898052
625,627,EAH,Striped skunk,Mephitis mephitis,,US 9,US 9 near Vanderbilt Mansion grounds,,4628138,588145,deciduous,manicured grounds with conifer st,,0,1,0,Dutchess,588145,4628138,7/1/2001,1350,41.80020843,-73.9389927
626,628,EAH,Common raccoon,Procyon lotor,,US 9,US 9 near Staatsburg,,4632356,588663,mowed field,deciduous,,0,1,0,Dutchess,588663,4632356,7/1/2001,1400,41.83813539,-73.9321276
627,629,EAH,Virginia opossum,Didelphis virginiana,,US 9,US 9,,4637840,590426,deciduous,sparse residential,,0,1,0,Dutchess,590426,4637840,7/1/2001,1415,41.88732083,-73.91005894
628,630,EAH,Eastern gray squirrel,Sciurus carolinensis,,US 9,US 9,,4637841,590427,deciduous,sparse residential,,0,1,0,Dutchess,590427,4637841,7/1/2001,1415,41.88732972,-73.91004673
629,631,EAH,Striped skunk,Mephitis mephitis,,US 9,US 9,,4640063,590434,deciduous woods- oak/oak-map,,,0,1,0,Dutchess,590434,4640063,7/1/2001,1420,41.90733847,-73.90962202
630,632,EAH,Common raccoon,Procyon lotor,,US 9,US 9,,4641092,590772,residential,Ag,,0,1,0,Dutchess,590772,4641092,7/1/2001,1425,41.91656601,-73.90538909
631,633,EAH,Eastern gray squirrel,Sciurus carolinensis,,US 9,US 9,,4641093,590773,residential,Ag,,0,1,0,Dutchess,590773,4641093,7/1/2001,1425,41.9165749,-73.90537688
632,634,EAH,Eastern gray squirrel,Sciurus carolinensis,,US 9,"US 9, Red Hook",,4650146,593264,urban-small town,,,0,1,0,Dutchess,593264,4650146,7/1/2001,1440,41.99780686,-73.87390925
633,635,EAH,Virginia opossum,Didelphis virginiana,,US 9,US 9 N of Red Hook,,4651693,594793,deciduous,Ag,,0,1,0,Dutchess,594793,4651693,7/1/2001,1445,42.01155481,-73.85520155
634,636,EAH,Virginia opossum,Didelphis virginiana,,US 9,US 9,,4655542,595428,deciduous,Ag,,0,1,0,Dutchess,595428,4655542,7/1/2001,1455,42.04613753,-73.84690798
635,637,EAH,Eastern gray squirrel,Sciurus carolinensis,,US 9,"US 9, barely N of county border",,4657070,595690,open/sparse residential,scattered decid woodlots,,0,1,0,Columbia,595690,4657070,7/1/2001,1500,42.05986494,-73.84349315
636,638,EAH,Common raccoon,Procyon lotor,,US 9,US 9,,4667975,601533,Ag,,,0,1,0,Columbia,601533,4667975,7/1/2001,1510,42.15732492,-73.77099451
637,639,EAH,Eastern chipmunk,Tamias striatus,,Rt 214,Devil's Tombstone Campground off rt 214,plot on map,4666924.796,565539.6134,decid,mixed,,1,0,0,Greene,565539.6134,4666924.796,6/28/2001,1800,42.15170708,-74.20674279
638,640,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 214,Devil's Tombstone Campground off rt 214,plot on map,4666874.64,565518.119,decid,mixed,,1,0,0,Greene,565518.119,4666874.64,6/28/2001,1800,42.1512572,-74.20700856
639,641,EAH,Woodchuck,Marmota monax,,US 6,US 6 N of Mahopac,,4584812,608407,"wooded residential, some mow",deciduous,,0,1,0,Putnam,608407,4584812,7/1/2001,1135,41.40754806,-73.70299048
640,642,JLB,Common raccoon,Procyon lotor,,Hutchinson River Pkw,"Hutchinson River Pkwy, .8 mi S of Exit 21 for Rt 125, Larchmont and Weaver St",plot on map,4536161.05,603594.4195,SNH,,,0,1,0,Westchester,603594.4195,4536161.05,6/11/2001,830,40.97003978,-73.76879279
641,643,EAH,Common raccoon,Procyon lotor,,Jacques Av,"60 Jacques Ave, New Dorp",living in shrubs/under backyard deck,4491762.157,574948.2698,Urban,Residential,,1,0,0,Richmond,574948.2698,4491762.157,6/1/2001,1200,40.57324941,-74.11452783
642,644,EAH,Virginia opossum,Didelphis virginiana,,Amboy Rd.,"Amboy Rd at Woodhull Ave, Huguenot",plot on map,4486870.391,568063.8155,Residential,Deciduous woods,,0,1,0,Richmond,568063.8155,4486870.391,6/4/2001,1600,40.52977891,-74.19638282
643,645,EAH,Common muskrat,Ondatra zibethicus,,West Shore Expwy,On-ramp to West Shore Expwy at Huguenot Ave.,plot on map,4489988.788,567535.4729,marshy area,deciduous,,0,1,0,Richmond,567535.4729,4489988.788,3/14/2001,1200,40.55791289,-74.20228709
644,646,EAH,Eastern chipmunk,Tamias striatus,,Wolfe's Pond Park,Wolfe's Pond Park by the edge of the mowed area,plot on map,4485580.892,568452.6811,"deciduous-oak, maple, sweetg",,,1,0,0,Richmond,568452.6811,4485580.892,6/4/2001,1700,40.51813097,-74.19193151
645,647,EAH,Eastern cottontail,Sylvilagus floridanus,,Wolfe's Pond Park,Wolfe's Pond Park trail between park and Hylan Blvd.,plot on map,4485842.764,568490.869,"deciduous- oak, maple, sweet",,,1,0,0,Richmond,568490.869,4485842.764,6/4/2001,1700,40.52048678,-74.19145241
646,648,JLB,Eastern chipmunk,Tamias striatus,,Hook Mtn State Park,Hook Mtn State Park,,4558863,588857,SNH,,,1,0,0,Rockland,588857,4558863,7/12/2001,1435,41.17624419,-73.94063686
647,649,JLB,White-tailed deer,Odocoileus virginianus,,Hook Mtn State Park,Hook Mtn State Park,,4558860,588855,SNH,,,1,0,0,Rockland,588855,4558860,7/12/2001,1435,41.17621739,-73.94066114
648,650,JLB,Eastern cottontail,Sylvilagus floridanus,,Rt 311,Rt 311 near Patterson,,4594895,614721,open,suburbs,,1,0,0,Putnam,614721,4594895,7/10/2001,1725,41.49746859,-73.62555283
649,651,EAH,Eastern gray squirrel,Sciurus carolinensis,,Todt Hill Rd,"Todt Hill Rd at Richmond Ave, New Dorp",plot on map,4492530.411,574946.7866,suburban,,,0,1,0,Richmond,574946.7866,4492530.411,7/16/2001,1800,40.58016984,-74.1144541
650,652,EAH,Common raccoon,Procyon lotor,,Richmond Pkwy,Richmond Pkwy between Arden and Annadale,plot on map,4489414.661,569661.5419,suburban,,,0,1,0,Richmond,569661.5419,4489414.661,7/16/2001,1820,40.55256504,-74.17724021
651,653,Jeff Loukmas,Deer mouse,Peromyscus sp.,,Rt 115,Mouth of Tomhannock Otter Creek at Tomhannock Res and Rt 115,plot on map,4747256.009,617874.1927,,,,0,0,1,Rensselaer,617874.1927,4747256.01,7/1/1999,0,42.86880528,-73.5569172
652,654,Jeff Loukmas,Eastern chipmunk,Tamias striatus,,Rt 115,Mouth of Tomhannock Otter Creek at Tomhannock Res and Rt 115,plot on map,4747250.78,617882.0373,,,,0,0,1,Rensselaer,617882.0373,4747250.78,7/1/1999,0,42.86875699,-73.55682229
653,655,Jeff Loukmas,Meadow vole,Microtus pennsylvanicus,,Austin Rd.,Caught at Otter Creek at Austin Road,plot on map,4747482.629,625323.648,,,,0,0,1,Rensselaer,625323.648,4747482.629,7/1/1999,0,42.86965967,-73.46569718
654,656,Jeff Loukmas,Meadow jumping mouse,Zapus hudsonius,,Austin Rd.,Caught at Otter Creek at Austin Road,plot on map,4747494.508,625324.2137,,,,0,0,1,Rensselaer,625324.2137,4747494.508,7/1/1999,0,42.86976651,-73.46568761
655,657,Jeff Loukmas,Deer mouse,Peromyscus sp.,,Factory Hollow Rd,Caught at Sunkoissa Creek at Factory Hollow Rd,plot on map,4744025.336,622021.5937,,,,0,0,1,Rensselaer,622021.5937,4744025.336,7/1/1999,0,42.83907078,-73.50685987
656,658,Jeff Loukmas,Deer mouse,Peromyscus sp.,,Loomis Rd,Indian Creek at Loomis Rd,plot on map,4691181.336,617669.4468,,,,0,0,1,Columbia,617669.4468,4691181.336,7/1/1999,0,42.36400402,-73.57101472
657,659,Jeff Loukmas,Meadow jumping mouse,Zapus hudsonius,,Loomis Rd,Indian Creek at Loomis Rd,plot on map,4691173.944,617664.1671,,,,0,0,1,Columbia,617664.1671,4691173.944,7/1/1999,0,42.36393826,-73.57108033
658,660,Jeff Loukmas,Deer mouse,Peromyscus sp.,,Co Rd 24,Indian Creek tributary at Co Rd 24,plot on map,4689418.018,623096.0178,,,,0,0,1,Columbia,623096.0178,4689418.019,7/1/1999,0,42.34728862,-73.50551165
659,661,Jeff Loukmas,Woodland jumping mouse,Napaeozapus insignis,,Co Rd 24,Indian Creek tributary at Co Rd 24,plot on map,4689411.147,623084.5666,,,,0,0,1,Columbia,623084.5666,4689411.148,7/1/1999,0,42.34765429,-73.50562221
660,662,Jeff Loukmas,Deer mouse,Peromyscus sp.,,Taconic Pkwy,Agawamuck Creek at Taconic Pkwy,plot on map,4676386.34,613279.9404,,,,0,0,1,Columbia,613279.9404,4676386.34,7/1/1999,0,42.23144767,-73.62720288
661,663,Jeff Loukmas,Short-tailed shrew,Blarina brevicauda,,Taconic Pkwy,Agawamuck Creek at Taconic Pkwy,plot on map,4676389.817,613295.5865,,,,0,0,1,Columbia,613295.5865,4676389.817,7/1/1999,0,42.23147671,-73.62701265
662,664,EAH,Eastern gray squirrel,Sciurus carolinensis,,Frontage Rd,Frontage road along St route,,4729055.6,592912.3,Suburban,SNH and built,,0,1,0,Albany,592912.3,4729055.6,7/16/2001,900,42.70837903,-73.86544543
